command_identity,description,hotkeys,scope,parent_scope,shadowing_priority,conditions,hide_rules,input_focus_behavior,browser_or_native,handler_intent,target_react_command_id,telemetry,accessible_alternative,target_disposition,parity_test,source_path,source_line,source_commit,manual_review_notes
md.insert.video,Video,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'video' on the Lexical editor and refocus,md.insert.video,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.video,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.link,Link,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'link' on the Lexical editor and refocus,md.insert.link,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.link,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.math,Math/LaTeX,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'math' on the Lexical editor and refocus,md.insert.math,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.math,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.table,Table,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'table' on the Lexical editor and refocus,md.insert.table,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.table,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.insert.divider,Divider,(none - command menu only),markdown block scope,split -> global,override,editor has required Lexical nodes registered,hidden when node deps missing or editor unfocused,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,run slash-command ACTION 'divider' on the Lexical editor and refocus,md.insert.divider,"hotkey_use (global keypress tracker, debounced for repeats)",slash-command menu in editor,preserve,parity: md.insert.divider,apps/web/src/features/block-md/component/useMarkdownCommands.ts,189,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,"expanded from ACTIONS loop: 16 slash actions, 15 with token mapping ('task' action has no token and is skipped)"
md.toggle-state-debugger,Toggle lexical state debugger,(none - command menu only),markdown block scope,split -> global,override,canUseStateDebugger(),hidden when debugger unavailable,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,toggle Lexical state debugger panel,dev.md-state-debugger,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,defer,parity: md.toggle-state-debugger,apps/web/src/features/block-md/component/useMarkdownCommands.ts,117,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,dev tool; registered from both registerMarkdownCommands options and Notebook.tsx:473 registerLexicalStateDebuggerCommand (double registration)
calendar.view.day,Day view,d,calendar component scope,split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,switch calendar to day view,calendar.view-day,"hotkey_use (global keypress tracker, debounced for repeats)",calendar view switcher,preserve,parity: calendar.view.day,apps/web/src/features/calendar/use-calendar-hotkeys.ts,46,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from VIEW_HOTKEYS loop (3 static)
calendar.view.week,Week view,w,calendar component scope,split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,switch calendar to week view,calendar.view-week,"hotkey_use (global keypress tracker, debounced for repeats)",calendar view switcher,preserve,parity: calendar.view.week,apps/web/src/features/calendar/use-calendar-hotkeys.ts,46,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from VIEW_HOTKEYS loop (3 static)
calendar.view.month,Month view,m,calendar component scope,split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,switch calendar to month view,calendar.view-month,"hotkey_use (global keypress tracker, debounced for repeats)",calendar view switcher,preserve,parity: calendar.view.month,apps/web/src/features/calendar/use-calendar-hotkeys.ts,46,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from VIEW_HOTKEYS loop (3 static)
calendar.previous-period,Previous period,p,calendar component scope,split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate to previous period,calendar.previous,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: calendar.previous-period,apps/web/src/features/calendar/use-calendar-hotkeys.ts,60,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
calendar.next-period,Next period,n,calendar component scope,split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,navigate to next period,calendar.next,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: calendar.next-period,apps/web/src/features/calendar/use-calendar-hotkeys.ts,73,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
calendar.today,Go to today,t,calendar component scope,split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,jump to today,calendar.today,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: calendar.today,apps/web/src/features/calendar/use-calendar-hotkeys.ts,86,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
channel.previous-message,Previous message,arrowup,channel-messages DOM scope,channel block -> split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,select previous message and scroll to it,channel.select-previous,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.previous-message,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,68,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
channel.next-message,Next message,arrowdown,channel-messages DOM scope,channel block -> split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,select next message; past the end focuses the input,channel.select-next,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.next-message,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,83,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
channel.go-to-latest,Go to latest message,shift+g,channel-messages DOM scope,channel block -> split -> global,override,,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,clear selection and scroll to bottom,channel.go-to-latest,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.go-to-latest,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,100,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
channel.reply,Reply to message,enter,channel-messages DOM scope,channel block -> split -> global,override,has selection and not editing,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,invoke reply action on selected message,channel.reply,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.reply,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,112,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
channel.edit-message,Edit message,e,channel-messages DOM scope,channel block -> split -> global,override,selection is own message and not editing,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,invoke edit action on selected own message,channel.edit-message,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.edit-message,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,127,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
channel.delete-message,Delete message,backspace,channel-messages DOM scope,channel block -> split -> global,override,selection is own or bot message and not editing,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,invoke delete on selected own/bot message,channel.delete-message,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.delete-message,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,150,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
channel.clear-selection,Clear selection,escape,channel-messages DOM scope,channel block -> split -> global,override,has selection,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,clear message selection,channel.clear-selection,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.clear-selection,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,174,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
channel.input-arrowup-select-last,Select last message,arrowup,channel-input DOM scope,channel block -> split -> global,override,input empty,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,"from empty input, select previous (last) message and focus the list",channel.input-select-last,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.input-arrowup-select-last,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,186,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,
channel.find,Find in channel,cmd+f,channel-messages DOM scope,channel block -> split -> global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open the channel find bar,channel.find,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.find,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,205,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 2-scope loop (message list + input scopes)
channel.find-input,Find in channel,cmd+f,channel-input DOM scope,channel block -> split -> global,override,,,runs-with-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,open the channel find bar,channel.find,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: channel.find-input,apps/web/src/features/channel/Channel/create-channel-hotkeys.ts,205,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,expanded from 2-scope loop (message list + input scopes)
thread.enter,Enter thread,arrowright,channel-messages DOM scope (thread registrations),channel block -> split -> global,registrationType=add; handlerPriority=HIGH(3),thread row selected and has replies,,suppressed-when-input-focused,browser; cmd maps to ctrl on non-mac; disabled on touch devices,expand thread and select first reply,thread.enter,"hotkey_use (global keypress tracker, debounced for repeats)",command menu (Cmd+K) lists it,preserve,parity: thread.enter,apps/web/src/features/channel/Thread/create-thread-hotkeys.ts,78,9f7a26bccb85e6f806a6e0c8d6c8e53f3a3541bf,Registered per thread row with 'add' + high priority so thread handlers outrank base channel handlers on the same keys; conditions gate to the focused thread.
